Task_cnt	Time(us)		Latency(us)
3298		1263951.30		61.40
3299		1264012.60		61.29
3300		1264074.04		61.43
3301		1264135.45		61.39
3302		1264196.91		61.45
3303		1264258.62		61.70
3304		1264318.60		59.97
3305		1264379.38		60.77
3306		1264440.22		60.82
3307		1264501.07		60.84
3308		1264562.83		61.74
3309		1264623.87		61.03
3310		1264685.26		61.38
3311		1264746.19		60.91
3312		1264807.08		60.88
3313		1264868.37		61.28
3314		1264930.31		61.93
3315		1264991.88		61.55
3316		1265053.54		61.64
3317		1265113.51		59.96
3318		1265174.42		60.90
3319		1265235.69		61.25
3320		1265297.19		61.49
3321		1265358.70		61.50
3322		1265419.91		61.20
3323		1265481.19		61.26
3324		1265542.29		61.09
3325		1265604.01		61.70
3326		1265663.96		59.94
3327		1265726.05		62.08
3328		1265788.01		61.94
3329		1265849.12		61.10
3330		1265910.50		61.36
3331		1265971.58		61.07
3332		1266032.80		61.21
3333		1266093.63		60.82
3334		1266155.35		61.70
3335		1266217.24		61.88
3336		1266278.39		61.14
3337		1266339.68		61.28
3338		1266400.80		61.11
3339		1266460.97		60.16
3340		1266522.44		61.46
3341		1266583.99		61.53
3342		1266645.13		61.12
3343		1266706.42		61.28
3344		1266767.76		61.32
3345		1266828.57		60.80
3346		1266889.49		60.91
3347		1266951.25		61.74
3348		1267012.28		61.02
3349		1267073.62		61.32
3350		1267134.52		60.89
3351		1267195.30		60.77
3352		1267256.10		60.78
3353		1267318.40		62.29
3354		1267379.51		61.09
3355		1267441.27		61.75
3356		1267520.07		78.79
3357		1267581.41		61.33
3358		1267642.81		61.39
3359		1267703.81		60.98
3360		1267764.61		60.79
3361		1267825.91		61.29
3362		1267886.87		60.95
3363		1267948.69		61.80
3364		1268009.93		61.23
3365		1268071.04		61.09
3366		1268132.17		61.12
3367		1268193.00		60.81
3368		1268254.74		61.73
3369		1268314.75		60.00
3370		1268375.68		60.92
3371		1268436.56		60.86
3372		1268497.88		61.30
3373		1268559.11		61.22
3374		1268620.20		61.08
3375		1268681.55		61.33
3376		1268742.98		61.42
3377		1268804.42		61.42
3378		1268866.25		61.82
3379		1268927.62		61.35
3380		1268989.11		61.48
3381		1269051.24		62.13
3382		1269111.40		60.14
3383		1269172.72		61.31
3384		1269233.69		60.95
3385		1269294.91		61.22
3386		1269355.80		60.87
3387		1269417.48		61.67
3388		1269478.99		61.50
3389		1269540.39		61.39
3390		1269601.68		61.27
3391		1269663.19		61.50
3392		1269724.46		61.25
3393		1269785.33		60.86
3394		1269847.02		61.68
3395		1269908.10		61.07
3396		1269969.43		61.32
3397		1270030.71		61.26
3398		1270092.20		61.48
3399		1270153.42		61.20
3400		1270214.85		61.42
3401		1270276.11		61.24
3402		1270336.12		60.00
3403		1270397.87		61.73
3404		1270458.91		61.04
3405		1270520.04		61.11
3406		1270581.49		61.44
3407		1270643.09		61.59
3408		1270703.20		60.09
3409		1270764.54		61.32
3410		1270826.15		61.60
3411		1270887.35		61.18
3412		1270948.29		60.93
3413		1271009.93		61.63
3414		1271071.10		61.16
3415		1271132.37		61.25
3416		1271193.79		61.42
3417		1271254.71		60.90
3418		1271317.01		61.16
3419		1271378.38		61.36
3420		1271439.74		61.35
3421		1271509.83		70.08
3422		1271570.58		60.73
3423		1271632.33		61.74
3424		1271694.08		61.73
3425		1271754.51		60.42
3426		1271815.65		61.13
3427		1271877.43		61.76
3428		1271939.01		61.57
3429		1272000.80		61.77
3430		1272062.18		61.37
3431		1272123.88		61.68
3432		1272185.15		61.26
3433		1272246.58		61.42
3434		1272307.31		60.71
3435		1272369.06		61.74
3436		1272430.80		61.72
3437		1272492.84		62.03
3438		1272555.16		62.31
3439		1272616.63		61.46
3440		1272677.95		61.31
3441		1272738.74		60.77
3442		1272800.67		61.92
3443		1272862.28		61.60
3444		1272924.04		61.75
3445		1272984.81		60.75
3446		1273046.87		62.05
3447		1273106.36		59.48
3448		1273168.07		61.69
3449		1273230.02		61.93
3450		1273291.83		61.80
3451		1273353.36		61.52
3452		1273415.14		61.76
3453		1273476.86		61.71
3454		1273538.60		61.72
3455		1273599.45		60.83
3456		1273661.23		61.77
3457		1273722.93		61.69
3458		1273784.24		61.30
3459		1273846.07		61.82
3460		1273905.80		59.72
3461		1273967.84		62.03
3462		1274028.74		60.88
3463		1274090.46		61.71
3464		1274152.13		61.66
3465		1274213.43		61.29
3466		1274274.68		61.23
3467		1274336.32		61.63
3468		1274397.55		61.21
3469		1274459.15		61.59
3470		1274520.74		61.58
3471		1274582.46		61.71
3472		1274644.18		61.71
3473		1274705.92		61.73
3474		1274767.16		61.23
3475		1274828.39		61.22
3476		1274889.72		61.32
3477		1274951.64		61.90
3478		1275013.60		61.94
3479		1275074.96		61.35
3480		1275137.19		62.22
3481		1275198.92		61.72
3482		1275260.14		61.21
3483		1275321.64		61.48
3484		1275383.06		61.41
3485		1275444.71		61.64
3486		1275505.77		61.04
3487		1275567.57		61.78
3488		1275628.66		61.08
3489		1275690.11		61.43
3490		1275749.52		59.40
3491		1275810.31		60.78
3492		1275872.17		61.85
3493		1275933.10		60.92
3494		1275994.56		61.44
3495		1276055.36		60.79
3496		1276116.32		60.94
3497		1276177.19		60.86
3498		1276238.98		61.78
3499		1276299.03		60.04
3500		1276359.88		60.83
3501		1276420.75		60.86
3502		1276482.15		61.39
3503		1276543.36		61.20
3504		1276604.81		61.44
3505		1276666.13		61.31
3506		1276727.63		61.49
3507		1276789.01		61.37
3508		1276851.05		62.02
3509		1276912.14		61.08
3510		1276973.54		61.38
3511		1277035.25		61.70
3512		1277096.35		61.08
3513		1277157.65		61.29
3514		1277219.01		61.35
3515		1277279.85		60.82
3516		1277341.29		61.43
3517		1277403.02		61.71
3518		1277464.30		61.28
3519		1277525.31		60.99
3520		1277586.68		61.36
3521		1277647.53		60.84
3522		1277708.38		60.83
3523		1277769.15		60.76
3524		1277830.72		61.55
3525		1277891.41		60.68
3526		1277952.39		60.97
3527		1278013.97		61.56
3528		1278075.19		61.21
3529		1278136.02		60.81
3530		1278198.16		62.14
3531		1278259.23		61.05
3532		1278320.63		61.38
3533		1278382.01		61.37
3534		1278442.56		60.54
3535		1278503.82		61.25
3536		1278564.98		61.14
3537		1278626.06		61.07
3538		1278687.47		61.39
3539		1278748.28		60.80
3540		1278809.23		60.93
3541		1278870.07		60.83
3542		1278931.77		61.68
3543		1278992.85		61.07
3544		1279054.74		61.88
3545		1279116.06		61.31
3546		1279177.29		61.22
3547		1279238.90		61.59
3548		1279299.84		60.93
3549		1279361.35		61.50
3550		1279423.41		62.05
3551		1279491.92		68.49
3552		1279553.34		61.40
3553		1279614.32		60.97
3554		1279676.23		61.90
3555		1279737.44		61.19
3556		1279798.81		61.36
3557		1279860.51		61.69
3558		1279921.64		61.12
3559		1279982.90		61.25
3560		1280044.32		61.41
3561		1280105.74		61.40
3562		1280167.56		61.81
3563		1280228.85		61.28
3564		1280288.30		59.44
3565		1280349.66		61.34
3566		1280410.51		60.83
3567		1280471.40		60.87
3568		1280532.78		61.37
3569		1280594.50		61.70
3570		1280656.86		62.34
3571		1280717.88		61.01
3572		1280779.29		61.40
3573		1280840.61		61.30
3574		1280902.14		61.52
3575		1280963.39		61.24
3576		1281024.34		60.93
3577		1281083.71		59.36
3578		1281145.05		61.33
3579		1281206.13		61.06
3580		1281267.32		61.17
3581		1281328.68		61.35
3582		1281390.32		61.63
3583		1281451.31		60.98
3584		1281512.68		61.36
3585		1281573.98		61.28
3586		1281633.34		59.34
3587		1281694.99		61.65
3588		1281757.02		62.01
3589		1281817.94		60.91
3590		1281879.30		61.35
3591		1281941.15		61.84
3592		1282002.23		61.06
3593		1282063.38		61.14
3594		1282124.35		60.95
3595		1282185.87		61.51
3596		1282247.08		61.20
3597		1282307.86		60.77
3598		1282369.43		61.56
3599		1282430.53		61.09
3600		1282491.51		60.96
3601		1282553.10		61.57
3602		1282614.19		61.08
3603		1282675.07		60.86
3604		1282736.30		61.22
3605		1282797.83		61.52
3606		1282858.81		60.96
3607		1282920.33		61.51
3608		1282982.37		62.02
3609		1283043.36		60.98
3610		1283104.73		61.36
3611		1283165.61		60.87
3612		1283225.10		59.47
3613		1283286.82		61.70
3614		1283347.87		61.04
3615		1283409.62		61.74
3616		1283491.85		82.22
3617		1283553.10		61.23
3618		1283614.67		61.56
3619		1283677.02		62.34
3620		1283736.97		59.94
3621		1283798.17		61.18
3622		1283860.16		61.98
3623		1283921.15		60.98
3624		1283982.01		60.85
3625		1284044.23		62.21
3626		1284105.84		61.59
3627		1284166.81		60.96
3628		1284228.56		61.74
3629		1284290.31		61.74
3630		1284351.85		61.53
3631		1284413.32		61.46
3632		1284474.57		61.23
3633		1284534.35		59.76
3634		1284595.65		61.29
3635		1284657.83		62.17
3636		1284719.13		61.28
3637		1284781.13		61.99
3638		1284842.66		61.52
3639		1284903.88		61.20
3640		1284965.66		61.77
3641		1285027.66		61.98
3642		1285089.55		61.87
3643		1285150.34		60.78
3644		1285211.64		61.29
3645		1285273.85		62.19
3646		1285335.64		61.77
3647		1285397.38		61.73
3648		1285458.61		61.22
3649		1285520.32		61.70
3650		1285582.11		61.78
3651		1285644.22		62.09
3652		1285706.04		61.80
3653		1285767.32		61.27
3654		1285828.17		60.84
3655		1285889.90		61.72
3656		1285950.78		60.86
3657		1286012.02		61.23
3658		1286073.76		61.72
3659		1286135.90		62.13
3660		1286198.05		62.14
3661		1286259.13		61.07
3662		1286320.88		61.73
3663		1286382.52		61.63
3664		1286443.54		61.00
3665		1286504.57		61.02
3666		1286565.88		61.30
3667		1286627.48		61.58
3668		1286689.23		61.73
3669		1286750.62		61.39
3670		1286812.39		61.75
3671		1286874.21		61.81
3672		1286935.97		61.75
3673		1286997.29		61.31
3674		1287058.46		61.15
3675		1287120.22		61.75
3676		1287181.95		61.72
3677		1287243.91		61.95
3678		1287304.95		61.03
3679		1287366.72		61.75
3680		1287428.45		61.72
3681		1287490.17		61.71
3682		1287551.52		61.33
3683		1287612.66		61.13
3684		1287674.43		61.76
3685		1287735.90		61.46
3686		1287797.95		62.03
3687		1287859.21		61.25
3688		1287920.64		61.41
3689		1287981.76		61.11
3690		1288042.50		60.72
3691		1288104.21		61.70
3692		1288165.43		61.21
3693		1288227.05		61.60
3694		1288288.44		61.38
3695		1288349.70		61.24
3696		1288411.04		61.33
3697		1288472.38		61.33
3698		1288532.62		60.23
3699		1288594.44		61.81
3700		1288656.39		61.93
3701		1288717.33		60.93
3702		1288779.09		61.75
3703		1288840.80		61.70
3704		1288901.67		60.86
3705		1288962.89		61.20
3706		1289024.18		61.28
3707		1289083.98		59.79
3708		1289145.26		61.27
3709		1289207.00		61.73
3710		1289268.48		61.47
3711		1289329.54		61.05
3712		1289391.23		61.67
3713		1289452.86		61.62
3714		1289514.52		61.64
3715		1289575.98		61.45
3716		1289637.67		61.68
3717		1289699.42		61.73
3718		1289760.63		61.19
3719		1289821.95		61.31
3720		1289881.92		59.96
3721		1289944.27		62.33
3722		1290005.71		61.43
3723		1290067.36		61.64
3724		1290128.60		61.23
3725		1290189.82		61.21
3726		1290250.76		60.93
3727		1290312.06		61.28
3728		1290373.93		61.86
3729		1290435.87		61.93
3730		1290497.96		62.08
3731		1290559.53		61.56
3732		1290621.28		61.73
3733		1290682.98		61.69
3734		1290743.97		60.98
3735		1290805.53		61.55
3736		1290866.86		61.32
3737		1290928.09		61.21
3738		1290990.49		62.39
3739		1291052.56		62.06
3740		1291113.51		60.93
3741		1291175.25		61.73
3742		1291237.04		61.77
3743		1291298.22		61.17
3744		1291358.97		60.73
3745		1291420.23		61.25
3746		1291481.94		61.69
3747		1291542.89		60.94
3748		1291603.77		60.87
3749		1291664.76		60.97
3750		1291726.00		61.23
3751		1291787.33		61.32
3752		1291848.62		61.28
3753		1291909.65		61.01
3754		1291970.60		60.94
3755		1292031.92		61.30
3756		1292092.80		60.87
3757		1292154.17		61.36
3758		1292215.49		61.31
3759		1292277.62		62.12
3760		1292338.82		61.18
3761		1292400.23		61.40
3762		1292461.13		60.89
3763		1292520.98		59.84
3764		1292582.27		61.28
3765		1292643.30		61.01
3766		1292704.75		61.44
3767		1292766.51		61.74
3768		1292827.89		61.37
3769		1292889.88		61.97
3770		1292951.64		61.75
3771		1293012.64		60.99
3772		1293072.53		59.88
3773		1293134.43		61.88
3774		1293195.36		60.91
3775		1293256.19		60.82
3776		1293317.50		61.30
3777		1293378.67		61.15
3778		1293439.74		61.06
3779		1293500.98		61.23
3780		1293561.96		60.96
3781		1293623.55		61.58
3782		1293684.71		61.15
3783		1293746.09		61.36
3784		1293807.73		61.63
3785		1293867.27		59.52
3786		1293928.67		61.39
3787		1293989.95		61.27
3788		1294051.34		61.37
3789		1294112.69		61.34
3790		1294174.44		61.74
3791		1294235.62		61.16
3792		1294297.00		61.37
3793		1294358.37		61.36
3794		1294419.94		61.56
3795		1294481.15		61.19
3796		1294542.59		61.43
3797		1294604.10		61.50
3798		1294664.80		60.69
3799		1294726.14		61.33
3800		1294788.06		61.91
3801		1294848.91		60.83
3802		1294909.80		60.87
3803		1294971.18		61.36
3804		1295033.00		61.81
3805		1295093.93		60.92
3806		1295155.39		61.45
3807		1295215.32		59.91
3808		1295276.61		61.29
3809		1295337.76		61.13
3810		1295398.95		61.18
3811		1295466.77		67.80
3812		1295528.32		61.54
3813		1295589.57		61.24
3814		1295650.96		61.37
3815		1295710.34		59.37
3816		1295771.74		61.39
3817		1295832.71		60.95
3818		1295894.78		62.06
3819		1295955.90		61.11
3820		1296017.31		61.39
3821		1296079.23		61.91
3822		1296141.02		61.78
3823		1296202.02		60.98
3824		1296262.89		60.86
3825		1296324.38		61.48
3826		1296385.70		61.31
3827		1296446.51		60.80
3828		1296508.09		61.57
3829		1296569.17		61.06
3830		1296630.08		60.89
3831		1296691.12		61.03
3832		1296752.30		61.17
3833		1296813.62		61.30
3834		1296875.32		61.69
3835		1296937.26		61.92
3836		1296998.22		60.95
3837		1297060.07		61.84
3838		1297121.43		61.34
3839		1297182.93		61.48
3840		1297244.29		61.35
3841		1297305.64		61.34
3842		1297366.96		61.31
3843		1297427.91		60.94
3844		1297489.32		61.40
3845		1297550.65		61.32
3846		1297612.19		61.52
3847		1297673.91		61.71
3848		1297735.26		61.33
3849		1297796.59		61.32
3850		1297857.49		60.88
3851		1297918.82		61.32
3852		1297980.21		61.38
3853		1298041.15		60.93
3854		1298102.96		61.80
3855		1298164.77		61.80
3856		1298225.64		60.85
3857		1298287.33		61.69
3858		1298348.41		61.06
3859		1298408.71		60.29
3860		1298470.34		61.62
3861		1298531.44		61.09
3862		1298592.80		61.34
3863		1298654.42		61.61
3864		1298715.49		61.06
3865		1298776.41		60.90
3866		1298837.53		61.11
3867		1298899.45		61.90
3868		1298960.69		61.22
3869		1299022.96		62.26
3870		1299084.36		61.39
3871		1299146.01		61.64
3872		1299206.08		60.06
3873		1299267.46		61.37
3874		1299328.35		60.87
3875		1299389.64		61.28
3876		1299460.65		70.99
3877		1299522.31		61.65
3878		1299584.02		61.69
3879		1299646.04		62.01
3880		1299705.60		59.54
3881		1299767.34		61.73
3882		1299828.76		61.40
3883		1299889.93		61.17
3884		1299951.69		61.74
3885		1300013.02		61.32
3886		1300075.29		62.25
3887		1300136.89		61.59
3888		1300198.46		61.56
3889		1300260.12		61.64
3890		1300321.85		61.72
3891		1300384.13		62.27
3892		1300445.39		61.24
3893		1300506.59		61.19
3894		1300567.87		61.27
3895		1300629.59		61.70
3896		1300691.33		61.73
3897		1300752.17		60.83
3898		1300813.95		61.76
3899		1300875.68		61.72
3900		1300937.06		61.36
3901		1300998.94		61.87
3902		1301059.53		60.58
3903		1301121.17		61.63
3904		1301182.75		61.57
3905		1301243.83		61.06
3906		1301305.61		61.77
3907		1301366.40		60.77
3908		1301427.22		60.81
3909		1301489.00		61.76
3910		1301550.83		61.81
3911		1301612.80		61.96
3912		1301674.80		61.99
3913		1301735.68		60.86
3914		1301797.51		61.82
3915		1301859.32		61.81
3916		1301920.34		61.00
3917		1301981.85		61.49
3918		1302043.16		61.30
3919		1302104.88		61.70
3920		1302166.57		61.68
3921		1302227.39		60.81
3922		1302288.68		61.27
3923		1302350.40		61.71
3924		1302411.85		61.44
3925		1302472.99		61.12
3926		1302534.86		61.86
3927		1302596.54		61.67
3928		1302656.88		60.33
3929		1302718.19		61.29
3930		1302780.81		61.53
3931		1302842.61		61.79
3932		1302903.44		60.82
3933		1302964.58		61.12
3934		1303025.99		61.40
3935		1303087.94		61.94
3936		1303149.91		61.95
3937		1303210.72		60.80
3938		1303272.04		61.31
3939		1303333.36		61.30
3940		1303395.37		61.99
3941		1303456.91		61.53
3942		1303518.21		61.28
3943		1303579.92		61.70
3944		1303641.43		61.49
3945		1303701.41		59.97
3946		1303763.13		61.71
3947		1303823.84		60.69
3948		1303885.11		61.25
3949		1303946.81		61.69
3950		1304008.43		61.62
3951		1304069.29		60.84
3952		1304131.01		61.71
3953		1304192.75		61.73
3954		1304254.07		61.31
3955		1304315.23		61.15
3956		1304376.58		61.33
3957		1304437.67		61.08
3958		1304499.02		61.34
3959		1304560.82		61.78
3960		1304622.09		61.26
3961		1304683.33		61.23
3962		1304744.64		61.30
3963		1304806.31		61.65
3964		1304867.63		61.30
3965		1304929.56		61.92
3966		1304990.68		61.11
3967		1305052.38		61.69
3968		1305113.73		61.34
3969		1305175.03		61.29
3970		1305235.81		60.76
3971		1305297.53		61.71
3972		1305359.13		61.58
3973		1305421.28		62.14
3974		1305483.10		61.81
3975		1305544.05		60.93
3976		1305605.35		61.29
3977		1305666.72		61.36
3978		1305728.34		61.61
3979		1305789.60		61.24
3980		1305849.42		59.81
3981		1305911.19		61.76
3982		1305972.96		61.76
3983		1306034.66		61.69
3984		1306096.00		61.32
3985		1306157.73		61.72
3986		1306218.95		61.21
3987		1306280.61		61.65
3988		1306342.11		61.49
3989		1306403.10		60.97
3990		1306464.82		61.71
3991		1306526.54		61.70
3992		1306587.55		60.99
3993		1306649.11		61.55
3994		1306710.37		61.25
3995		1306772.05		61.67
3996		1306833.75		61.68
3997		1306894.60		60.84
3998		1306956.33		61.71
3999		1307018.07		61.73
4000		1307079.40		61.32
4001		1307140.61		61.19
4002		1307202.31		61.69
4003		1307263.60		61.28
4004		1307325.65		62.04
4005		1307386.60		60.94
4006		1307450.42		63.81
4007		1307511.86		61.42
4008		1307573.28		61.41
4009		1307634.58		61.29
4010		1307694.01		59.42
4011		1307755.40		61.37
4012		1307817.24		61.83
4013		1307878.22		60.97
4014		1307939.60		61.36
4015		1308000.50		60.89
4016		1308061.31		60.80
4017		1308122.62		61.29
4018		1308183.80		61.16
4019		1308244.27		60.46
4020		1308305.68		61.40
4021		1308367.11		61.42
4022		1308428.79		61.67
4023		1308490.16		61.36
4024		1308551.57		61.39
4025		1308613.23		61.65
4026		1308675.64		62.39
4027		1308736.64		60.98
4028		1308797.96		61.31
4029		1308859.34		61.36
4030		1308920.98		61.63
4031		1308982.14		61.15
4032		1309041.59		59.43
4033		1309102.90		61.30
4034		1309164.22		61.31
4035		1309225.34		61.10
4036		1309286.47		61.11
4037		1309347.83		61.35
4038		1309409.51		61.67
4039		1309470.59		61.06
4040		1309531.97		61.37
4041		1309593.27		61.29
4042		1309654.70		61.41
4043		1309715.91		61.20
4044		1309776.88		60.95
4045		1309836.71		59.81
4046		1309898.03		61.32
4047		1309958.96		60.91
4048		1310020.24		61.27
4049		1310081.57		61.32
4050		1310143.46		61.88
4051		1310205.09		61.61
4052		1310266.19		61.09
4053		1310327.51		61.30
4054		1310386.45		58.93
4055		1310447.82		61.36
4056		1310509.47		61.64
4057		1310570.49		61.01
4058		1310631.85		61.34
4059		1310692.95		61.09
4060		1310754.04		61.08
4061		1310815.34		61.29
4062		1310876.62		61.27
4063		1310937.60		60.96
4064		1310999.03		61.42
4065		1311059.87		60.82
4066		1311120.76		60.88
4067		1311182.05		61.27
4068		1311243.86		61.80
4069		1311305.56		61.69
4070		1311366.74		61.17
4071		1311439.08		72.32
4072		1311500.85		61.75
4073		1311563.11		62.25
4074		1311624.82		61.69
4075		1311684.28		59.45
4076		1311746.29		62.00
4077		1311807.34		61.03
4078		1311868.76		61.41
4079		1311930.40		61.63
4080		1311992.83		62.41
4081		1312053.73		60.89
4082		1312115.12		61.38
4083		1312176.46		61.33
4084		1312235.87		59.40
4085		1312297.12		61.23
4086		1312358.62		61.48
4087		1312419.45		60.82
4088		1312480.35		60.88
4089		1312541.19		60.83
4090		1312602.09		60.88
4091		1312663.78		61.68
4092		1312724.88		61.08
4093		1312786.66		61.76
4094		1312847.58		60.91
4095		1312909.59		62.00
4096		1312970.82		61.22
4097		1313031.68		60.85
4098		1313093.29		61.60
4099		1313154.38		61.07
4100		1313216.20		61.81
4101		1313277.53		61.32
4102		1313338.56		61.02
4103		1313400.26		61.69
4104		1313461.64		61.36
4105		1313522.95		61.29
4106		1313584.74		61.78
4107		1313645.78		61.03
4108		1313707.11		61.32
4109		1313768.48		61.36
4110		1313830.06		61.58
4111		1313891.08		61.00
4112		1313952.24		61.15
4113		1314013.33		61.08
4114		1314074.74		61.39
4115		1314136.54		61.79
4116		1314197.43		60.87
4117		1314258.19		60.75
4118		1314319.60		61.40
4119		1314381.17		61.57
4120		1314442.36		61.17
4121		1314504.11		61.73
4122		1314565.06		60.95
4123		1314624.41		59.33
4124		1314685.84		61.42
4125		1314747.91		62.06
4126		1314808.90		60.98
4127		1314870.19		61.27
4128		1314931.09		60.89
4129		1314992.34		61.23
4130		1315053.68		61.33
4131		1315115.09		61.40
4132		1315177.15		62.05
4133		1315238.16		61.00
4134		1315299.15		60.97
4135		1315360.40		61.24
4136		1315430.01		69.60
4137		1315491.14		61.11
4138		1315552.52		61.36
4139		1315613.40		60.87
4140		1315674.77		61.36
4141		1315736.12		61.34
4142		1315797.08		60.94
4143		1315858.27		61.17
4144		1315919.59		61.32
4145		1315981.16		61.55
4146		1316043.09		61.91
4147		1316104.24		61.14
4148		1316165.50		61.25
4149		1316225.06		59.55
4150		1316285.87		60.79
4151		1316347.92		62.04
4152		1316408.98		61.05
4153		1316470.77		61.77
4154		1316532.57		61.79
4155		1316593.82		61.24
4156		1316655.73		61.89
4157		1316717.91		62.17
4158		1316778.95		61.02
4159		1316840.76		61.80
4160		1316902.32		61.55
4161		1316963.95		61.62
4162		1317022.96		58.99
4163		1317084.79		61.82
4164		1317145.93		61.13
4165		1317207.58		61.63
4166		1317268.97		61.38
4167		1317331.17		62.19
4168		1317392.08		60.89
4169		1317453.75		61.66
4170		1317515.11		61.34
4171		1317576.84		61.72
4172		1317637.68		60.82
4173		1317698.88		61.19
4174		1317760.57		61.68
4175		1317821.02		60.43
4176		1317882.70		61.67
4177		1317943.68		60.97
4178		1318005.29		61.60
4179		1318066.98		61.68
4180		1318128.29		61.30
4181		1318189.38		61.08
4182		1318250.35		60.96
4183		1318312.08		61.71
4184		1318373.84		61.75
4185		1318435.07		61.22
4186		1318497.44		62.35
4187		1318558.57		61.12
4188		1318619.85		61.27
4189		1318681.53		61.66
4190		1318742.43		60.88
4191		1318804.10		61.66
4192		1318865.40		61.28
4193		1318926.70		61.29
4194		1318987.97		61.25
4195		1319049.68		61.70
4196		1319111.46		61.77
4197		1319173.59		62.11
4198		1319235.19		61.59
4199		1319296.17		60.96
4200		1319357.48		61.30
4201		1319423.95		66.45
4202		1319485.81		61.85
4203		1319547.88		62.06
4204		1319608.81		60.91
4205		1319670.01		61.19
4206		1319731.75		61.72
4207		1319793.12		61.35
4208		1319854.79		61.66
4209		1319916.06		61.26
4210		1319977.83		61.75
4211		1320039.44		61.60
4212		1320100.81		61.35
4213		1320162.11		61.28
4214		1320222.92		60.80
4215		1320284.21		61.28
4216		1320345.90		61.67
4217		1320407.64		61.72
4218		1320469.24		61.59
4219		1320530.83		61.58
4220		1320591.81		60.96
4221		1320653.60		61.78
4222		1320715.37		61.75
4223		1320776.75		61.37
4224		1320837.84		61.08
4225		1320899.52		61.67
4226		1320960.97		61.44
4227		1321021.14		60.16
4228		1321082.91		61.76
4229		1321144.62		61.69
4230		1321206.09		61.46
4231		1321267.62		61.51
4232		1321328.82		61.19
4233		1321390.14		61.31
4234		1321452.23		62.07
4235		1321514.23		61.99
4236		1321575.80		61.55
4237		1321637.40		61.59
4238		1321698.72		61.31
4239		1321760.20		61.47
4240		1321819.75		59.53
4241		1321881.86		62.09
4242		1321943.53		61.66
4243		1322004.47		60.93
4244		1322066.68		62.19
4245		1322128.37		61.67
4246		1322189.52		61.14
4247		1322251.08		61.55
4248		1322312.78		61.68
4249		1322374.51		61.72
4250		1322436.03		61.51
4251		1322497.93		61.88
4252		1322558.87		60.93
4253		1322620.05		61.17
4254		1322681.89		61.83
4255		1322743.26		61.35
4256		1322804.43		61.17
4257		1322866.17		61.72
4258		1322927.70		61.51
4259		1322988.68		60.97
4260		1323050.00		61.31
4261		1323112.21		62.20
4262		1323173.03		60.81
4263		1323234.34		61.29
4264		1323295.61		61.26
4265		1323357.24		61.62
4266		1323417.23		59.98
4267		1323478.57		61.33
4268		1323539.74		61.15
4269		1323600.91		61.16
4270		1323660.54		59.61
4271		1323721.57		61.02
4272		1323783.03		61.44
4273		1323844.12		61.08
4274		1323905.94		61.80
4275		1323967.17		61.22
4276		1324028.57		61.39
4277		1324090.24		61.65
4278		1324151.35		61.10
4279		1324211.17		59.81
4280		1324272.11		60.93
4281		1324333.47		61.34
4282		1324395.01		61.53
4283		1324456.22		61.20
4284		1324517.65		61.41
4285		1324578.97		61.32
4286		1324640.10		61.11
4287		1324701.74		61.63
4288		1324763.14		61.39
4289		1324824.50		61.35
4290		1324886.24		61.73
4291		1324948.67		62.42
4292		1325009.73		61.04
4293		1325071.07		61.33
4294		1325131.93		60.84
4295		1325192.84		60.90
4296		1325254.18		61.33
4297		1325315.88		61.68
4298		1325378.34		62.45
4299		1325440.01		61.65
4300		1325501.13		61.12
4301		1325561.98		60.83
4302		1325623.59		61.60
4303		1325685.32		61.71
4304		1325746.66		61.33
4305		1325808.08		61.40
4306		1325869.24		61.15
4307		1325930.28		61.02
4308		1325991.70		61.41
4309		1326052.74		61.03
4310		1326113.97		61.22
4311		1326175.39		61.41
4312		1326237.23		61.83
4313		1326298.15		60.91
4314		1326359.52		61.35
4315		1326419.57		60.05
4316		1326481.25		61.66
4317		1326542.57		61.31
4318		1326603.95		61.37
4319		1326665.57		61.61
4320		1326727.20		61.62
4321		1326788.58		61.37
4322		1326849.95		61.35
4323		1326911.01		61.05
4324		1326972.30		61.27
4325		1327033.59		61.28
4326		1327095.65		62.05
4327		1327157.64		61.97
4328		1327217.78		60.13
4329		1327278.57		60.78
4330		1327340.67		62.08
4331		1327408.96		68.28
4332		1327470.35		61.38
4333		1327532.05		61.68
4334		1327593.09		61.03
4335		1327654.36		61.26
4336		1327715.34		60.96
4337		1327776.10		60.75
4338		1327837.50		61.38
4339		1327899.29		61.78
4340		1327960.26		60.96
4341		1328021.12		60.84
4342		1328082.13		61.00
4343		1328144.01		61.86
4344		1328205.75		61.73
4345		1328267.06		61.30
4346		1328328.61		61.54
4347		1328390.55		61.92
4348		1328451.62		61.06
4349		1328513.42		61.79
4350		1328574.26		60.83
4351		1328635.73		61.46
4352		1328696.98		61.24
4353		1328757.91		60.92
4354		1328819.70		61.78
4355		1328880.64		60.92
4356		1328941.60		60.95
4357		1329003.01		61.40
4358		1329064.26		61.23
4359		1329125.54		61.27
4360		1329187.19		61.63
4361		1329249.20		61.99
4362		1329310.20		60.99
4363		1329371.99		61.77
4364		1329433.44		61.44
4365		1329494.39		60.93
4366		1329555.64		61.24
4367		1329616.56		60.91
4368		1329678.24		61.67
4369		1329739.18		60.92
4370		1329800.56		61.37
4371		1329861.62		61.04
4372		1329923.22		61.59
